,title,source,link
0,UK Vows Not To Turn Back On Afghanistan Despite Embassy Pullout,NDTV,https://www.ndtv.com/world-news/uk-vows-not-to-turn-back-on-afghanistan-despite-embassy-pullout-2510022
1,Taliban Tighten Grip On Afghanistan As All Eyes Turn To Capital Kabul,NDTV,https://www.ndtv.com/world-news/taliban-tighten-grip-on-afghanistan-as-all-eyes-turn-to-capital-kabul-2509964
2,"Taliban Tame The ""Lion Of Herat"", Capture His Afghan City",NDTV,https://www.ndtv.com/world-news/taliban-tame-the-lion-of-herat-capture-his-afghan-city-2509948
3,"""On To Next Innings"": Unmukt Chand, 28, ""Bids Adieu"" To Indian Cricket",NDTV,https://sports.ndtv.com/cricket/unmukt-chand-bids-adieu-to-indian-cricket-at-28-says-on-to-the-next-innings-2509853
4,Vijay Hazare Trophy: Pradeep Sangwan To Lead 22-Member Delhi Squad,NDTV,https://sports.ndtv.com/cricket/vijay-hazare-trophy-pradeep-sangwan-to-lead-22-member-delhi-squad-2369531
5,"Vijay Hazare Trophy: Delhi Win, Bengal, Kerala Play Out Thriller",NDTV,https://sports.ndtv.com/cricket/vijay-hazare-trophy-delhi-win-bengal-kerala-play-out-thriller-1809926
6,"Watch: MS Dhoni, Other Chennai Super Kings Teammates Reach Dubai For IPL 2021 Resumption",NDTV,https://sports.ndtv.com/cricket/ms-dhoni-other-csk-teammates-reach-dubai-for-ipl-2021-resumption-watch-2510047
7,Raphael Varane Has To Wait But Jadon Sancho Set For Manchester United Debut: Ole Gunnar Solskjaer,NDTV,https://sports.ndtv.com/football/raphael-varane-has-to-wait-but-jadon-sancho-set-for-manchester-united-debut-ole-gunnar-solskjaer-2509987
8,"Premier League: Thomas Tuchel Expects ""Big Impact"" From Romelu Lukaku In Second Chance At Chelsea",NDTV,https://sports.ndtv.com/football/thomas-tuchel-expects-big-impact-from-romelu-lukaku-in-second-chance-at-chelsea-2509945
9,WI vs PAK: Dwayne Bravo Plays His Last International Game On Caribbean Soil,NDTV,https://sports.ndtv.com/cricket/west-indies-vs-pakistan-dwayne-bravo-plays-his-last-international-game-on-caribbean-soil-2501931
10,"West Indies vs Pakistan, 2nd T20I: Pakistan Defy Rampant Nicholas Pooran To Edge West Indies By Seven Runs",NDTV,https://sports.ndtv.com/cricket/west-indies-vs-pakistan-2nd-t20i-pakistan-defy-rampant-nicholas-pooran-to-edge-west-indies-by-seven-runs-2499790
11,"West Indies vs Pakistan Highlights, Cricket World Cup 2019: Pakistan Lose To West Indies By 7 Wickets",NDTV,https://sports.ndtv.com/cricket/wi-vs-pak-live-cricket-score-icc-cricket-world-cup-2045907
12,Radhika Apte's Cut-Out White Midi Dress Is The Most Chic Dress Code For Hot Days,NDTV,https://swirlster.ndtv.com/style/radhika-aptes-cut-out-white-midi-dress-is-the-most-chic-dress-code-for-hot-days-2509813
13,Best Hindi Movies on Amazon Prime Video [August 2021],NDTV,https://gadgets.ndtv.com/entertainment/guide/best-hindi-movies-on-amazon-prime-2507846
14,Best Hindi Movies on Netflix [August 2021],NDTV,https://gadgets.ndtv.com/entertainment/guide/best-hindi-movies-on-netflix-2502583
15,Remembering Sridevi As The Eternal Style Diva On Her 58th Birth Anniversary,NDTV,https://swirlster.ndtv.com/style/happy-birthday-sridevi-remembering-bollywoods-og-style-diva-on-her-58th-birthday-2509696
16,"""Everything Is For You"": Janhvi Kapoor Posts Childhood Memory Of Mom Sridevi On Her Birth Anniversary",NDTV,https://www.ndtv.com/entertainment/everything-is-for-you-janhvi-kapoor-posts-childhood-memory-of-mom-sridevi-on-her-birth-anniversary-2509391
17,"A Sridevi Memory From Khushi Kapoor's Album. ""The Coolest,"" She Captioned This",NDTV,https://www.ndtv.com/entertainment/a-sridevi-memory-from-khushi-kapoors-album-the-coolest-she-captioned-this-2489891
18,International Left-Handers Day 2021: 10 Interesting Facts That Make Left-Handers Unique,NDTV,https://www.ndtv.com/world-news/international-left-handers-day-2021-here-are-10-interesting-facts-that-make-left-handers-unique-2509412
19,Kangana Ranaut In A White Lace Corset And Layered Gold Necklaces Gives Us Those Fabulous Friday Feels,NDTV,https://swirlster.ndtv.com/style/kangana-ranaut-in-a-white-lace-corset-and-layered-gold-necklaces-gives-us-those-fabulous-friday-feels-2509400
20,"Court Gives Kangana Ranaut ""Last Chance"" For Exemption In Defamation Case",NDTV,https://www.ndtv.com/india-news/court-gives-kangana-ranaut-last-chance-for-exemption-in-javed-akhtar-defamation-case-2496149
21,Kangana Ranaut's Style Diaries From Budapest Include This Chic Floral Mini Dress,NDTV,https://swirlster.ndtv.com/style/kangana-ranauts-style-diaries-from-budapest-include-this-chic-floral-mini-dress-2480577
22,"Premier League: Thomas Tuchel Expects ""Big Impact"" From Romelu Lukaku In Second Chance At Chelsea",NDTV,https://sports.ndtv.com/football/thomas-tuchel-expects-big-impact-from-romelu-lukaku-in-second-chance-at-chelsea-2509945
23,Premier League: Romelu Lukaku Rejoins Chelsea For Club Record Fee From Inter Milan,NDTV,https://sports.ndtv.com/football/romelu-lukaku-rejoins-chelsea-for-club-record-fee-from-inter-milan-2509180
24,"Thomas Tuchel Tight-Lipped As Antonio Rudiger Welcomes Addition Of ""Beast"" Romelu Lukaku",NDTV,https://sports.ndtv.com/football/premier-league-chelseas-thomas-tuchel-tight-lipped-as-antonio-rudiger-welcomes-addition-of-beast-romelu-lukaku-2507488
25,"Signing For Paris Saint-Germain A ""Possibility"", Says Lionel Messi",NDTV,https://sports.ndtv.com/football/lionel-messi-signing-for-psg-a-possibility-2505653
26,Lionel Messi To Break Silence On Barcelona Departure As Paris Saint-Germain Wait,NDTV,https://sports.ndtv.com/football/lionel-messi-to-break-silence-on-barcelona-departure-as-psg-wait-2505403
27,Lionel Messi's 10 Iconic Moments At Barcelona,NDTV,https://sports.ndtv.com/football/lionel-messis-10-iconic-moments-at-barcelona-2504318
28,"""Your Time Starts Now"": Derek O'Brien's ""Friday The 13th"" Post Targets PM",NDTV,https://www.ndtv.com/india-news/your-time-starts-now-trinamool-congress-derek-obriens-friday-the-13th-post-targets-pm-2509712
29,Just Some Memes To Get You Through Friday The 13th,NDTV,https://www.ndtv.com/offbeat/memes-go-viral-as-people-ward-off-bad-luck-on-friday-the-13th-2509485
30,Uttarakhand Glacier Burst: Deaths Rise To 62 As One More Body Recovered,NDTV,https://www.ndtv.com/india-news/uttarakhand-glacier-burst-number-of-deaths-rise-to-62-as-1-more-body-recovered-2374492
31,Odisha Man Bites And Kills Snake In Bizzare Revenge Case,NDTV,https://www.ndtv.com/india-news/odisha-man-bites-and-kills-snake-in-bizzare-revenge-case-2509216
32,"Nag Panchami 2021: Know About Date, Timings, Puja And Significance Of The Day",NDTV,https://www.ndtv.com/india-news/nag-panchami-2021-date-timings-puja-and-significance-2508744
33,"10-Foot Python Swallows Monkey In Gujarat, Rescued From River",NDTV,https://www.ndtv.com/cities/vadodara-10-foot-python-swallows-monkey-in-gujarat-rescued-from-river-2506763
34,Bihar Man Who Topped Government Service Exam Says His Aim Is...,NDTV,https://www.ndtv.com/india-news/bpsc-topper-wants-to-break-vicious-cycle-of-unemployment-in-bihar-2458766
35,"1,454 Qualify For Bihar Administrative Service And Other Services",NDTV,https://www.ndtv.com/jobs/bpsc-cce-result-know-how-to-check-2458055
36,Bihar Assistant Engineer (Civil) Interview For Remaining Candidates From June 25,NDTV,https://www.ndtv.com/jobs/bpsc-assistant-engineer-civil-interview-from-june-25-to-28-2456167
37,World Organ Donation Day 2021: Answer To Common Questions About Organ Donation From Expert,NDTV,https://www.ndtv.com/health/world-organ-donation-day-answer-to-common-questions-about-organ-donation-from-expert-2509473
38,International Left-Handers Day 2021: Why August 13 Is Celebrated As Left-Handers Day,NDTV,https://www.ndtv.com/world-news/international-left-handers-day-2021-date-history-and-significance-2509424
39,"Vinod Dasari Steps Down As Royal Enfield CEO, B. Govindrajan Appointed As Executive Director",NDTV,https://www.carandbike.com/news/vinod-dasari-steps-down-as-royal-enfield-ceo-b-govindrajan-appointed-as-executive-director-2508958
40,"Auto Scrapping Policy Will Boost Vehicle Sales, Create Jobs: Nitin Gadkari",NDTV,https://www.ndtv.com/india-news/auto-scrapping-policy-will-boost-vehicle-sales-create-jobs-union-minister-nitin-gadkari-2510001
41,Indian Automotive Industry Reacts To The Launch Of The Voluntary Scrappage Policy,NDTV,https://www.carandbike.com/news/indian-automotive-industry-reacts-to-the-launch-of-the-voluntary-scrappage-policy-2509892
42,टाटा मोटर्स ने अहमदाबाद में वाहन स्क्रैपिंग सुविधा लगाने के लिए गुजरात सरकार के साथ साझेदारी की,NDTV,https://www.carandbike.com/hindi/tata-motors-partners-with-gujarat-government-to-set-up-vehicle-scrapping-facility-in-ahmedabad-news-2509789
43,"Britney Spears' Father ""To Step Down"" As Estate Conservator: Reports",NDTV,https://www.ndtv.com/world-news/britney-spears-father-to-step-down-as-estate-conservator-reports-2509239
44,Britney Spears Wants Father To Be Immediately Replaced As Guardian: Report,NDTV,https://www.ndtv.com/world-news/britney-spears-wants-father-to-be-immediately-replaced-as-guardian-report-2504328
45,"""Cruelty"": Britney Spears Files Plea To Replace Her Father In Conservatorship",NDTV,https://www.ndtv.com/world-news/cruelty-britney-spears-files-plea-to-replace-her-father-jamie-spears-in-conservatorship-2495528
46,Premier League: Jadon Sancho Wants To Bring Trophies Back To Manchester United,NDTV,https://sports.ndtv.com/football/premier-league-jadon-sancho-wants-to-bring-trophies-back-to-manchester-united-2494620
47,Bayern Munich Confirm Signing Of Omar Richards From English Second-Tier Club Reading,NDTV,https://sports.ndtv.com/football/bayern-munich-confirm-signing-of-omar-richards-from-english-second-tier-club-reading-2450398
48,Robert Lewandowski Finally Topples Gerd Mueller's Bundesliga Goal Record,NDTV,https://sports.ndtv.com/football/robert-lewandowski-finally-topples-gerd-muellers-bundesliga-goal-record-2447519
49,"Netflix India August 2021 Releases: Navarasa, The Kissing Booth 3, Sweet Girl, and More",NDTV,https://gadgets.ndtv.com/entertainment/features/netflix-india-august-2021-releases-navarasa-fast-furious-hobbs-shaw-kissing-booth-3-witcher-2498739
50,Heartbreaking Pic Shows 5-Year-Old Girl Comforting Brother With Leukemia,NDTV,https://www.ndtv.com/offbeat/heartbreaking-pic-shows-girl-5-comforting-brother-with-leukemia-2099004
51,Creators of YouTube's First Viral Phenomenon Unveil New Plans,NDTV,https://gadgets.ndtv.com/tv/features/creators-of-youtubes-first-viral-phenomenon-unveil-new-plans-853233
52,"

Netrikann review: Nayanthara shines in a safe adaptation of Korean thriller

",Times Of India,https://www.hindustantimes.com//entertainment/tamil-cinema/netrikann-review-nayanthara-manages-to-shine-in-this-too-safe-adaptation-of-korean-thriller-101628856052022.html
53,"

Before Netrikann, a look at five films that helped Nayanthara reinvent herself

",Times Of India,https://www.hindustantimes.com//entertainment/tamil-cinema/before-netrikann-a-look-at-films-like-imaikka-nodigal-aramm-that-helped-nayanthara-reinvent-herself-101628664226547.html
54,"

Nayanthara confirms she’s engaged to Vignesh Shivn on Tamil talk show, watch

",Times Of India,https://www.hindustantimes.com//entertainment/tamil-cinema/nayanthara-confirms-she-s-engaged-to-vignesh-shivn-on-tamil-talk-show-watch-video-101628606045998.html
55,"

'Haven't spoken with family in 4 months', says Afghan national in Delhi

",Times Of India,https://www.hindustantimes.com//world-news/havent-spoken-with-family-in-4-months-says-afghan-national-in-delhi-calls-situation-in-afghanistan-disturbing-101628878628583.html
56,"

Denmark, Norway to shut down embassies in Afghanistan amid Taliban terror

",Times Of India,https://www.hindustantimes.com//world-news/denmark-norway-to-shut-down-embassies-in-afghanistan-amid-taliban-terror-101628877209716.html
57,"

Explained: What does Taliban mean? Who are their leaders and what do they want?

",Times Of India,https://www.hindustantimes.com//world-news/explained-what-does-taliban-mean-who-are-their-leaders-and-what-do-they-want-101628873902226.html
58,"

India's 2012 U19 World Cup-winning captain retires at the age of 28

",Times Of India,https://www.hindustantimes.com//cricket/unmukt-chand-india-s-2012-u19-world-cup-winning-captain-retires-at-the-age-of-28-101628857109963.html
59,"

Sangwan to lead Delhi in Vijay Hazare, Dhawan also in squad

",Times Of India,https://www.hindustantimes.com//cricket/sangwan-to-lead-delhi-in-vijay-hazare-dhawan-also-in-squad-101613137083232.html
60,"

Felt like my clothes were ripped apart: Unmukt Chand on Delhi and IPL snub

",Times Of India,https://www.hindustantimes.com//cricket/felt-like-my-clothes-were-ripped-apart-unmukt-chand-on-delhi-and-ipl-snub/story-wiZux3nnjI6k2LAWVoKXGI.html
61,"

Who will challenge Manchester City for the premiership?

",Times Of India,https://www.hindustantimes.com//sports/football/who-will-challenge-manchester-city-for-the-premiership-101628874677860.html
62,"

Spanish league gets approval for multibillion-dollar deal

",Times Of India,https://www.hindustantimes.com//sports/football/spanish-league-gets-approval-for-multibillion-dollar-deal-101628837816600.html
63,"

Reborn Lukaku returns to Chelsea at peak of his powers

",Times Of India,https://www.hindustantimes.com//sports/football/reborn-romelu-lukaku-returns-to-chelsea-at-peak-of-his-powers-101628821331823.html
64,"

West Indies recall Roston Chase, Brooks, Holder and rest Bravo and Gabriel

",Times Of India,https://www.hindustantimes.com//cricket/west-indies-recall-roston-chase-brooks-holder-and-rest-bravo-and-gabriel-101628751340541.html
65,"

WI vs Pak: Way Hafeez bowled in powerplay showed his experience, says Babar

",Times Of India,https://www.hindustantimes.com//cricket/wi-vs-pak-way-hafeez-bowled-in-powerplay-showed-his-experience-says-babar-101627809930771.html
66,"

'Greatest match-winner India ever had': Gambhir hails Kumble

",Times Of India,https://www.hindustantimes.com//cricket/greatest-match-winner-india-ever-had-gautam-gambhir-hails-anil-kumble-on-22nd-anniversary-of-10-wickets-against-pakistan-101612692792785.html
67,"

Netrikann review: Nayanthara shines in a safe adaptation of Korean thriller

",Times Of India,https://www.hindustantimes.com//entertainment/tamil-cinema/netrikann-review-nayanthara-manages-to-shine-in-this-too-safe-adaptation-of-korean-thriller-101628856052022.html
68,"

Producer Mansi Bagla drops the first look of Forensic starring Vikrant & Radhika

",Times Of India,https://www.hindustantimes.com//brand-post/producer-mansi-bagla-drops-the-first-look-of-forensic-starring-vikrant-radhika-101627575473669.html
69,"

Kubbra Sait gets on board for Onir’s I Am sequel titled We Are

",Times Of India,https://www.hindustantimes.com//entertainment/bollywood/kubbra-sait-gets-on-board-for-onir-s-i-am-sequel-titled-we-are-101626980521634.html
